<NUMBER OF ZONES> 74
<TOTAL OD FLOW> 0.0
<END OF METADATA>


Origin  1  
1 :      0.0;    2 :      88.411859;    
55 :      0.0;    1 :      0.000000;    
2 :      0.000000;    3 :      0.000000;    4 :      0.000000;    
5 :      0.000000;    6 :      0.000000;    7 :      0.000000;    
8 :      0.000000;    9 :      0.000000;    10 :      0.000000;    
11 :      0.000000;    12 :      35.497576;    13 :      0.000000;    
14 :      0.000000;    15 :      0.000000;    16 :      0.000000;    
17 :      0.000000;    18 :      0.000000;    19 :      0.000000;    
20 :      0.000000;    21 :      0.000000;    22 :      0.000000;    
23 :      0.000000;    24 :      0.000000;    25 :      0.000000;    
26 :      0.000000;    27 :      0.000000;    28 :      0.000000;    
29 :      0.000000;    30 :      0.000000;    31 :      0.000000;    
32 :      0.000000;    33 :      0.000000;    34 :      0.000000;    
35 :      0.000000;    36 :      0.000000;    37 :      0.000000;    
38 :      0.000000;    39 :      0.000000;    40 :      0.000000;    
41 :      0.000000;    42 :      0.000000;    43 :      0.000000;    
44 :      0.000000;    45 :      0.000000;    46 :      0.000000;    
47 :      0.000000;    48 :      0.000000;    49 :      0.000000;    
50 :      0.000000;    51 :      0.000000;    52 :      0.000000;    
53 :      0.000000;    54 :      0.000000;    56 :      0.000000;    
57 :      0.000000;    58 :      0.000000;    59 :      0.000000;    
60 :      0.000000;    61 :      0.000000;    62 :      0.000000;    
63 :      0.000000;    64 :      0.000000;    65 :      0.000000;    
66 :      0.000000;    67 :      0.000000;    68 :      0.000000;    
69 :      0.000000;    70 :      0.000000;    71 :      0.000000;    
72 :      0.000000;    73 :      0.000000;    74 :      0.000000;    


Origin  56  
56 :      0.0;    1 :      0.000000;    2 :      0.000000;    3 :      0.000000;    
4 :      0.000000;    5 :      0.000000;    6 :      0.000000;    
7 :      0.000000;    8 :      0.000000;    9 :      0.000000;    
10 :      0.000000;    11 :      0.000000;    12 :      0.000000;    
13 :      0.000000;    14 :      0.000000;    15 :      0.000000;    
16 :      0.000000;    17 :      0.000000;    18 :      0.000000;    
19 :      0.000000;    20 :      0.000000;    21 :      0.000000;    
22 :      0.000000;    23 :      0.000000;    24 :      0.000000;    
25 :      0.000000;    26 :      0.000000;    27 :      0.000000;    
28 :      0.000000;    29 :      0.000000;    30 :      0.000000;    
31 :      0.000000;    32 :      0.000000;    33 :      0.000000;    
34 :      0.000000;    35 :      0.000000;    36 :      0.000000;    
37 :      0.000000;    38 :      0.000000;    39 :      0.000000;    
40 :      0.000000;    41 :      0.000000;    42 :      0.000000;    
43 :      0.000000;    44 :      0.000000;    45 :      0.000000;    
46 :      0.000000;    47 :      0.000000;    48 :      0.000000;    
49 :      0.000000;    50 :      0.000000;    51 :      0.000000;    
52 :      0.000000;    53 :      0.000000;    54 :      0.000000;    
55 :      0.000000;    57 :      0.000000;    58 :      0.000000;    
59 :      0.000000;    60 :      0.000000;    61 :      0.000000;    
62 :      0.000000;    63 :      0.000000;    64 :      0.000000;    
65 :      0.000000;    66 :      0.000000;    67 :      0.000000;    
68 :      0.000000;    69 :      0.000000;    70 :      0.000000;    
71 :      0.000000;    72 :      0.000000;    73 :      0.000000;    
74 :      0.000000;    

Origin  57  
57 :      0.0;    1 :      5.347025;    2 :      4.796291;    
3 :      5.461986;    4 :      0.000000;    5 :      0.000000;    
6 :      0.000000;    7 :      0.000000;    8 :      0.000000;    
9 :      0.000000;    10 :      4.900337;    11 :      0.000000;    
12 :      0.000000;    13 :      4.765953;    14 :      0.000000;    
15 :      0.000000;    16 :      5.197421;    17 :      0.000000;    
18 :      0.000000;    19 :      0.000000;    20 :      6.155992;    
21 :      5.274198;    22 :      4.808722;    23 :      9.450758;    
24 :      0.000000;    25 :      0.000000;    26 :      0.000000;    
27 :      0.000000;    28 :      0.000000;    29 :      4.691664;    
30 :      12.567092;    31 :      0.000000;    32 :      0.000000;    
33 :      0.000000;    34 :      0.000000;    35 :      0.000000;    
36 :      0.777688;    37 :      7.334117;    38 :      0.000000;    
39 :      0.000000;    40 :      0.000000;    41 :      0.000000;    
42 :      0.755026;    43 :      0.776560;    44 :      0.000000;    
45 :      0.000000;    46 :      0.000000;    47 :      0.000000;    
48 :      0.776424;    49 :      0.000000;    50 :      80.361986;    
51 :      0.000000;    52 :      0.000000;    53 :      0.000000;    
54 :      2.764083;    55 :      0.000000;    56 :      0.000000;    
58 :      162.428035;    59 :      20.419630;    60 :      0.000000;    
61 :      7.470141;    62 :      0.640324;    63 :      0.000000;    
64 :      0.000000;    65 :      0.000000;    66 :      0.000000;    
67 :      6.465474;    68 :      0.000000;    69 :      18.759911;    
70 :      0.000000;    71 :      0.000000;    72 :      0.000000;    
73 :      0.000000;    74 :      0.000000;    

Origin  58  
58 :      0.0;    1 :      5.519505;    
2 :      4.893109;    3 :      5.483135;    4 :      0.000000;    
5 :      0.000000;    6 :      0.000000;    7 :      0.000000;    
8 :      0.000000;    9 :      0.000000;    10 :      4.958600;    
11 :      0.000000;    12 :      0.000000;    13 :      4.760220;    
14 :      0.000000;    15 :      0.000000;    16 :      5.405264;    
17 :      0.000000;    18 :      0.000000;    19 :      0.000000;    
20 :      6.343889;    21 :      5.477267;    22 :      4.950341;    
23 :      5.306402;    24 :      0.000000;    25 :      0.000000;    
26 :      0.000000;    27 :      0.000000;    28 :      0.000000;    
29 :      4.829484;    30 :      19.169382;    31 :      0.000000;    
32 :      0.000000;    33 :      0.000000;    34 :      0.000000;    
35 :      0.000000;    36 :      0.792315;    37 :      4.810079;    
38 :      0.000000;    39 :      0.000000;    40 :      0.000000;    
41 :      0.000000;    42 :      0.760649;    43 :      0.789627;    
44 :      0.000000;    45 :      0.000000;    46 :      0.000000;    
47 :      0.000000;    48 :      0.790788;    49 :      0.860416;    
50 :      3.547936;    51 :      0.000000;    52 :      0.000000;    
53 :      0.000000;    54 :      3.134173;    55 :      0.000000;    
56 :      0.000000;    57 :      89.021697;    59 :      67.555756;    
60 :      0.000000;    61 :      10.375516;    62 :      0.487119;    
63 :      0.000000;    64 :      0.000000;    65 :      0.000000;    
66 :      0.000000;    67 :      8.831055;    68 :      0.000000;    
69 :      64.876868;    70 :      0.000000;    71 :      0.000000;    
72 :      0.000000;    73 :      0.000000;    74 :      0.000000;    


Origin  59  
59 :      0.0;    1 :      1.797104;    2 :      21.700777;    3 :      39.395242;    
4 :      0.000000;    5 :      0.000000;    6 :      0.000000;    
7 :      0.000000;    8 :      0.000000;    9 :      0.000000;    
10 :      22.450064;    11 :      0.000000;    12 :      0.000000;    
13 :      1.974102;    14 :      0.000000;    15 :      0.000000;    
16 :      1.902276;    17 :      0.000000;    18 :      0.000000;    
19 :      0.000000;    20 :      328.838927;    21 :      2.189660;    
22 :      1.992114;    23 :      22.468809;    24 :      0.000000;    
25 :      0.000000;    26 :      0.000000;    27 :      0.000000;    
28 :      0.000000;    29 :      1.979925;    30 :      31.787595;    
31 :      0.000000;    32 :      0.000000;    33 :      0.000000;    
34 :      0.000000;    35 :      0.000000;    36 :      0.823065;    
37 :      14.315420;    38 :      0.000000;    39 :      0.000000;    
40 :      0.000000;    41 :      0.000000;    42 :      0.786088;    
43 :      0.820996;    44 :      0.000000;    45 :      0.000000;    
46 :      0.000000;    47 :      0.000000;    48 :      0.822126;    
49 :      0.415757;    50 :      0.672210;    51 :      0.000000;    
52 :      0.000000;    53 :      0.000000;    54 :      3.387740;    
55 :      0.000000;    56 :      0.000000;    57 :      21.073329;    
58 :      187.672254;    60 :      0.000000;    61 :      13.549826;    
62 :      0.551396;    63 :      0.000000;    64 :      0.000000;    
65 :      0.000000;    66 :      0.000000;    67 :      10.530206;    
68 :      0.000000;    69 :      157.856207;    70 :      0.000000;    
71 :      0.000000;    72 :      0.000000;    73 :      0.000000;    
74 :      0.000000;    

Origin  60  
60 :      0.0;    1 :      0.000000;    2 :      0.000000;    
3 :      0.000000;    4 :      0.000000;    5 :      0.000000;    
6 :      0.000000;    7 :      0.000000;    8 :      0.000000;    
9 :      0.000000;    10 :      0.000000;    11 :      0.000000;    
12 :      0.000000;    13 :      0.000000;    14 :      0.000000;    
15 :      0.000000;    16 :      0.000000;    17 :      0.000000;    
18 :      0.000000;    19 :      0.000000;    20 :      0.000000;    
21 :      0.000000;    22 :      0.000000;    23 :      0.000000;    
24 :      0.000000;    25 :      0.000000;    26 :      0.000000;    
27 :      0.000000;    28 :      0.000000;    29 :      0.000000;    
30 :      0.000000;    31 :      0.000000;    32 :      0.000000;    
33 :      0.000000;    34 :      0.000000;    35 :      0.000000;    
36 :      0.000000;    37 :      0.000000;    38 :      0.000000;    
39 :      0.000000;    40 :      0.000000;    41 :      0.000000;    
42 :      0.000000;    43 :      0.000000;    44 :      0.000000;    
45 :      0.000000;    46 :      0.000000;    47 :      0.000000;    
48 :      0.000000;    49 :      0.000000;    50 :      0.000000;    
51 :      0.000000;    52 :      0.000000;    53 :      0.000000;    
54 :      0.000000;    55 :      0.000000;    56 :      0.000000;    
57 :      0.000000;    58 :      0.000000;    59 :      0.000000;    
61 :      0.000000;    62 :      0.000000;    63 :      0.000000;    
64 :      0.000000;    65 :      0.000000;    66 :      0.000000;    
67 :      0.000000;    68 :      0.000000;    69 :      0.000000;    
70 :      0.000000;    71 :      0.000000;    72 :      0.000000;    
73 :      0.000000;    74 :      0.000000;    

Origin  61  
61 :      0.0;    1 :      1.690485;    
2 :      11.738022;    3 :      15.198667;    4 :      0.000000;    
5 :      0.000000;    6 :      0.000000;    7 :      0.000000;    
8 :      0.000000;    9 :      0.000000;    10 :      12.265918;    
11 :      0.000000;    12 :      0.000000;    13 :      1.816706;    
14 :      0.000000;    15 :      0.000000;    16 :      1.750996;    
17 :      0.000000;    18 :      0.000000;    19 :      0.000000;    
20 :      23.229672;    21 :      2.028425;    22 :      1.832677;    
23 :      11.470910;    24 :      0.000000;    25 :      0.000000;    
26 :      0.000000;    27 :      0.000000;    28 :      0.000000;    
29 :      1.819046;    30 :      14.399829;    31 :      0.000000;    
32 :      0.000000;    33 :      0.000000;    34 :      0.000000;    
35 :      0.000000;    36 :      0.797813;    37 :      8.609734;    
38 :      0.000000;    39 :      0.000000;    40 :      0.000000;    
41 :      0.000000;    42 :      0.770171;    43 :      0.794746;    
44 :      0.000000;    45 :      0.000000;    46 :      0.000000;    
47 :      0.000000;    48 :      0.795032;    49 :      0.417872;    
50 :      0.674919;    51 :      0.000000;    52 :      0.000000;    
53 :      0.000000;    54 :      3.018817;    55 :      0.000000;    
56 :      0.000000;    57 :      7.158005;    58 :      10.209617;    
59 :      25.428240;    60 :      0.000000;    62 :      0.542720;    
63 :      0.000000;    64 :      0.000000;    65 :      0.000000;    
66 :      0.000000;    67 :      7.478111;    68 :      0.000000;    
69 :      21.882138;    70 :      0.000000;    71 :      0.000000;    
72 :      0.000000;    73 :      0.000000;    74 :      0.000000;    


Origin  62  
62 :      0.0;    1 :      1.750723;    2 :      16.353187;    3 :      24.240444;    
4 :      0.000000;    5 :      0.000000;    6 :      0.000000;    
7 :      0.000000;    8 :      0.000000;    9 :      0.000000;    
10 :      16.709398;    11 :      0.000000;    12 :      0.000000;    
13 :      1.909469;    14 :      0.000000;    15 :      0.000000;    
16 :      1.844039;    17 :      0.000000;    18 :      0.000000;    
19 :      0.000000;    20 :      54.518367;    21 :      2.122117;    
22 :      1.929315;    23 :      17.076289;    24 :      0.000000;    
25 :      0.000000;    26 :      0.000000;    27 :      0.000000;    
28 :      0.000000;    29 :      1.908805;    30 :      21.178398;    
31 :      0.000000;    32 :      0.000000;    33 :      0.000000;    
34 :      0.000000;    35 :      0.000000;    36 :      0.807426;    
37 :      11.768567;    38 :      0.000000;    39 :      0.000000;    
40 :      0.000000;    41 :      0.000000;    42 :      0.775004;    
43 :      0.805756;    44 :      0.000000;    45 :      0.000000;    
46 :      0.000000;    47 :      0.000000;    48 :      0.807189;    
49 :      0.413546;    50 :      0.666822;    51 :      0.000000;    
52 :      0.000000;    53 :      0.000000;    54 :      3.212553;    
55 :      0.000000;    56 :      0.000000;    57 :      9.060222;    
58 :      14.232637;    59 :      61.176279;    60 :      0.000000;    
61 :      11.127083;    63 :      0.000000;    64 :      0.000000;    
65 :      0.000000;    66 :      0.000000;    67 :      9.027482;    
68 :      0.000000;    69 :      47.327229;    70 :      0.000000;    
71 :      0.000000;    72 :      0.000000;    73 :      0.000000;    
74 :      0.000000;    

Origin  63  
63 :      0.0;    1 :      0.000000;    2 :      0.000000;    
3 :      0.000000;    4 :      0.000000;    5 :      0.000000;    
6 :      0.000000;    7 :      0.000000;    8 :      0.000000;    
9 :      0.000000;    10 :      0.000000;    11 :      0.000000;    
12 :      0.000000;    13 :      0.000000;    14 :      0.000000;    
15 :      0.000000;    16 :      0.000000;    17 :      0.000000;    
18 :      0.000000;    19 :      0.000000;    20 :      0.000000;    
21 :      0.000000;    22 :      0.000000;    23 :      0.000000;    
24 :      0.000000;    25 :      0.000000;    26 :      0.000000;    
27 :      0.000000;    28 :      0.000000;    29 :      0.000000;    
30 :      0.000000;    31 :      0.000000;    32 :      0.000000;    
33 :      0.000000;    34 :      0.000000;    35 :      0.000000;    
36 :      0.000000;    37 :      0.000000;    38 :      0.000000;    
39 :      0.000000;    40 :      0.000000;    41 :      0.000000;    
42 :      0.000000;    43 :      0.000000;    44 :      0.000000;    
45 :      0.000000;    46 :      0.000000;    47 :      0.000000;    
48 :      0.000000;    49 :      0.000000;    50 :      0.000000;    
51 :      0.000000;    52 :      0.000000;    53 :      0.000000;    
54 :      0.000000;    55 :      0.000000;    56 :      0.000000;    
57 :      0.000000;    58 :      0.000000;    59 :      0.000000;    
60 :      0.000000;    61 :      0.000000;    62 :      0.000000;    
64 :      0.000000;    65 :      0.000000;    66 :      0.000000;    
67 :      0.000000;    68 :      0.000000;    69 :      0.000000;    
70 :      0.000000;    71 :      0.000000;    72 :      0.000000;    
73 :      0.000000;    74 :      0.000000;    

Origin  64  
64 :      0.0;    1 :      0.000000;    
2 :      0.000000;    3 :      0.000000;    4 :      0.000000;    
5 :      0.000000;    6 :      0.000000;    7 :      0.000000;    
8 :      0.000000;    9 :      0.000000;    10 :      0.000000;    
11 :      0.000000;    12 :      0.000000;    13 :      0.000000;    
14 :      0.000000;    15 :      0.000000;    16 :      0.000000;    
17 :      0.000000;    18 :      0.000000;    19 :      0.000000;    
20 :      0.000000;    21 :      0.000000;    22 :      0.000000;    
23 :      0.000000;    24 :      0.000000;    25 :      0.000000;    
26 :      0.000000;    27 :      0.000000;    28 :      0.000000;    
29 :      0.000000;    30 :      0.000000;    31 :      0.000000;    
32 :      0.000000;    33 :      0.000000;    34 :      0.000000;    
35 :      0.000000;    36 :      0.000000;    37 :      0.000000;    
38 :      0.000000;    39 :      0.000000;    40 :      0.000000;    
41 :      0.000000;    42 :      0.000000;    43 :      0.000000;    
44 :      0.000000;    45 :      0.000000;    46 :      0.000000;    
47 :      0.000000;    48 :      0.000000;    49 :      0.000000;    
50 :      0.000000;    51 :      0.000000;    52 :      0.000000;    
53 :      0.000000;    54 :      0.000000;    55 :      0.000000;    
56 :      0.000000;    57 :      0.000000;    58 :      0.000000;    
59 :      0.000000;    60 :      0.000000;    61 :      0.000000;    
62 :      0.000000;    63 :      0.000000;    65 :      0.000000;    
66 :      0.000000;    67 :      0.000000;    68 :      0.000000;    
69 :      0.000000;    70 :      0.000000;    71 :      0.000000;    
72 :      0.000000;    73 :      0.000000;    74 :      0.000000;    


Origin  65  
65 :      0.0;    1 :      0.000000;    2 :      0.000000;    3 :      0.000000;    
4 :      0.000000;    5 :      0.000000;    6 :      0.000000;    
7 :      0.000000;    8 :      0.000000;    9 :      0.000000;    
10 :      0.000000;    11 :      0.000000;    12 :      0.000000;    
13 :      0.000000;    14 :      0.000000;    15 :      0.000000;    
16 :      0.000000;    17 :      0.000000;    18 :      0.000000;    
19 :      0.000000;    20 :      0.000000;    21 :      0.000000;    
22 :      0.000000;    23 :      0.000000;    24 :      0.000000;    
25 :      0.000000;    26 :      0.000000;    27 :      0.000000;    
28 :      0.000000;    29 :      0.000000;    30 :      0.000000;    
31 :      0.000000;    32 :      0.000000;    33 :      0.000000;    
34 :      0.000000;    35 :      0.000000;    36 :      0.000000;    
37 :      0.000000;    38 :      0.000000;    39 :      0.000000;    
40 :      0.000000;    41 :      0.000000;    42 :      0.000000;    
43 :      0.000000;    44 :      0.000000;    45 :      0.000000;    
46 :      0.000000;    47 :      0.000000;    48 :      0.000000;    
49 :      0.000000;    50 :      0.000000;    51 :      0.000000;    
52 :      0.000000;    53 :      0.000000;    54 :      0.000000;    
55 :      0.000000;    56 :      0.000000;    57 :      0.000000;    
58 :      0.000000;    59 :      0.000000;    60 :      0.000000;    
61 :      0.000000;    62 :      0.000000;    63 :      0.000000;    
64 :      0.000000;    66 :      0.000000;    67 :      0.000000;    
68 :      0.000000;    69 :      0.000000;    70 :      0.000000;    
71 :      0.000000;    72 :      0.000000;    73 :      0.000000;    
74 :      0.000000;    

Origin  66  
66 :      0.0;    1 :      0.000000;    2 :      0.000000;    
3 :      0.000000;    4 :      0.000000;    5 :      0.000000;    
6 :      0.000000;    7 :      0.000000;    8 :      0.000000;    
9 :      0.000000;    10 :      0.000000;    11 :      0.000000;    
12 :      0.000000;    13 :      0.000000;    14 :      0.000000;    
15 :      0.000000;    16 :      0.000000;    17 :      0.000000;    
18 :      0.000000;    19 :      0.000000;    20 :      0.000000;    
21 :      0.000000;    22 :      0.000000;    23 :      0.000000;    
24 :      0.000000;    25 :      0.000000;    26 :      0.000000;    
27 :      0.000000;    28 :      0.000000;    29 :      0.000000;    
30 :      0.000000;    31 :      0.000000;    32 :      0.000000;    
33 :      0.000000;    34 :      0.000000;    35 :      0.000000;    
36 :      0.000000;    37 :      0.000000;    38 :      0.000000;    
39 :      0.000000;    40 :      0.000000;    41 :      0.000000;    
42 :      0.000000;    43 :      0.000000;    44 :      0.000000;    
45 :      0.000000;    46 :      0.000000;    47 :      0.000000;    
48 :      0.000000;    49 :      0.000000;    50 :      0.000000;    
51 :      0.000000;    52 :      0.000000;    53 :      0.000000;    
54 :      0.000000;    55 :      0.000000;    56 :      0.000000;    
57 :      0.000000;    58 :      0.000000;    59 :      0.000000;    
60 :      0.000000;    61 :      0.000000;    62 :      0.000000;    
63 :      0.000000;    64 :      0.000000;    65 :      0.000000;    
67 :      0.000000;    68 :      0.000000;    69 :      0.000000;    
70 :      0.000000;    71 :      0.000000;    72 :      0.000000;    
73 :      0.000000;    74 :      0.000000;    

Origin  67  
67 :      0.0;    1 :      1.624010;    
2 :      8.509909;    3 :      10.634827;    4 :      0.000000;    
5 :      0.000000;    6 :      0.000000;    7 :      0.000000;    
8 :      0.000000;    9 :      0.000000;    10 :      8.690947;    
11 :      0.000000;    12 :      0.000000;    13 :      1.737042;    
14 :      0.000000;    15 :      0.000000;    16 :      1.676996;    
17 :      0.000000;    18 :      0.000000;    19 :      0.000000;    
20 :      14.016673;    21 :      1.916569;    22 :      1.754911;    
23 :      8.771867;    24 :      0.000000;    25 :      0.000000;    
26 :      0.000000;    27 :      0.000000;    28 :      0.000000;    
29 :      1.740184;    30 :      9.966378;    31 :      0.000000;    
32 :      0.000000;    33 :      0.000000;    34 :      0.000000;    
35 :      0.000000;    36 :      2.181162;    37 :      6.926282;    
38 :      0.000000;    39 :      0.000000;    40 :      0.000000;    
41 :      0.000000;    42 :      1.951796;    43 :      2.160006;    
44 :      0.000000;    45 :      0.000000;    46 :      0.000000;    
47 :      0.000000;    48 :      2.168714;    49 :      0.615505;    
50 :      1.366848;    51 :      0.000000;    52 :      0.000000;    
53 :      0.000000;    54 :      5.041423;    55 :      0.000000;    
56 :      0.000000;    57 :      6.029681;    58 :      8.163526;    
59 :      14.652936;    60 :      0.000000;    61 :      6.848622;    
62 :      0.503515;    63 :      0.000000;    64 :      0.000000;    
65 :      0.000000;    66 :      0.000000;    68 :      0.000000;    
69 :      27.942338;    70 :      0.000000;    71 :      0.000000;    
72 :      0.000000;    73 :      0.000000;    74 :      0.000000;    


Origin  68  
68 :      0.0;    1 :      0.000000;    2 :      0.000000;    3 :      0.000000;    
4 :      0.000000;    5 :      0.000000;    6 :      0.000000;    
7 :      0.000000;    8 :      0.000000;    9 :      0.000000;    
10 :      0.000000;    11 :      0.000000;    12 :      0.000000;    
13 :      0.000000;    14 :      0.000000;    15 :      0.000000;    
16 :      0.000000;    17 :      0.000000;    18 :      0.000000;    
19 :      0.000000;    20 :      0.000000;    21 :      0.000000;    
22 :      0.000000;    23 :      0.000000;    24 :      0.000000;    
25 :      0.000000;    26 :      0.000000;    27 :      0.000000;    
28 :      0.000000;    29 :      0.000000;    30 :      0.000000;    
31 :      0.000000;    32 :      0.000000;    33 :      0.000000;    
34 :      0.000000;    35 :      0.000000;    36 :      0.000000;    
37 :      0.000000;    38 :      0.000000;    39 :      0.000000;    
40 :      0.000000;    41 :      0.000000;    42 :      0.000000;    
43 :      0.000000;    44 :      0.000000;    45 :      0.000000;    
46 :      0.000000;    47 :      0.000000;    48 :      0.000000;    
49 :      0.000000;    50 :      0.000000;    51 :      0.000000;    
52 :      0.000000;    53 :      0.000000;    54 :      0.000000;    
55 :      0.000000;    56 :      0.000000;    57 :      0.000000;    
58 :      0.000000;    59 :      0.000000;    60 :      0.000000;    
61 :      0.000000;    62 :      0.000000;    63 :      0.000000;    
64 :      0.000000;    65 :      0.000000;    66 :      0.000000;    
67 :      0.000000;    69 :      0.000000;    70 :      0.000000;    
71 :      0.000000;    72 :      0.000000;    73 :      0.000000;    
74 :      0.000000;    

Origin  69  
69 :      0.0;    1 :      1.744449;    2 :      14.955301;    
3 :      21.649467;    4 :      0.000000;    5 :      0.000000;    
6 :      0.000000;    7 :      0.000000;    8 :      0.000000;    
9 :      0.000000;    10 :      15.385237;    11 :      0.000000;    
12 :      0.000000;    13 :      10.081237;    14 :      0.000000;    
15 :      0.000000;    16 :      9.670396;    17 :      0.000000;    
18 :      0.000000;    19 :      0.000000;    20 :      42.158190;    
21 :      30.544336;    22 :      11.654245;    23 :      0.000000;    
24 :      0.000000;    25 :      0.000000;    26 :      0.000000;    
27 :      0.000000;    28 :      0.000000;    29 :      11.619982;    
30 :      19.175670;    31 :      0.000000;    32 :      0.000000;    
33 :      0.000000;    34 :      0.000000;    35 :      0.000000;    
36 :      2.381076;    37 :      2.112362;    38 :      0.000000;    
39 :      0.000000;    40 :      0.000000;    41 :      0.000000;    
42 :      2.110300;    43 :      2.367897;    44 :      0.000000;    
45 :      0.000000;    46 :      0.000000;    47 :      0.000000;    
48 :      2.363312;    49 :      0.631139;    50 :      1.457402;    
51 :      0.000000;    52 :      0.000000;    53 :      0.000000;    
54 :      635.925651;    55 :      0.000000;    56 :      0.000000;    
57 :      8.647949;    58 :      13.406259;    59 :      48.483317;    
60 :      0.000000;    61 :      10.456401;    62 :      0.515399;    
63 :      0.000000;    64 :      0.000000;    65 :      0.000000;    
66 :      0.000000;    67 :      86.830860;    68 :      0.000000;    
70 :      0.000000;    71 :      0.000000;    72 :      0.000000;    
73 :      0.000000;    74 :      0.000000;    

Origin  70  
70 :      0.0;    1 :      0.000000;    
2 :      0.000000;    3 :      0.000000;    4 :      0.000000;    
5 :      0.000000;    6 :      0.000000;    7 :      0.000000;    
8 :      0.000000;    9 :      0.000000;    10 :      0.000000;    
11 :      0.000000;    12 :      0.000000;    13 :      0.000000;    
14 :      0.000000;    15 :      0.000000;    16 :      0.000000;    
17 :      0.000000;    18 :      0.000000;    19 :      0.000000;    
20 :      0.000000;    21 :      0.000000;    22 :      0.000000;    
23 :      0.000000;    24 :      0.000000;    25 :      0.000000;    
26 :      0.000000;    27 :      0.000000;    28 :      0.000000;    
29 :      0.000000;    30 :      0.000000;    31 :      0.000000;    
32 :      0.000000;    33 :      0.000000;    34 :      0.000000;    
35 :      0.000000;    36 :      0.000000;    37 :      0.000000;    
38 :      0.000000;    39 :      0.000000;    40 :      0.000000;    
41 :      0.000000;    42 :      0.000000;    43 :      0.000000;    
44 :      0.000000;    45 :      0.000000;    46 :      0.000000;    
47 :      0.000000;    48 :      0.000000;    49 :      0.000000;    
50 :      0.000000;    51 :      0.000000;    52 :      0.000000;    
53 :      0.000000;    54 :      0.000000;    55 :      0.000000;    
56 :      0.000000;    57 :      0.000000;    58 :      0.000000;    
59 :      0.000000;    60 :      0.000000;    61 :      0.000000;    
62 :      0.000000;    63 :      0.000000;    64 :      0.000000;    
65 :      0.000000;    66 :      0.000000;    67 :      0.000000;    
68 :      0.000000;    69 :      0.000000;    71 :      0.000000;    
72 :      0.000000;    73 :      0.000000;    74 :      0.000000;    


Origin  71  
71 :      0.0;    1 :      0.000000;    2 :      0.000000;    3 :      0.000000;    
4 :      0.000000;    5 :      0.000000;    6 :      0.000000;    
7 :      0.000000;    8 :      0.000000;    9 :      0.000000;    
10 :      0.000000;    11 :      0.000000;    12 :      0.000000;    
13 :      0.000000;    14 :      0.000000;    15 :      0.000000;    
16 :      0.000000;    17 :      0.000000;    18 :      0.000000;    
19 :      0.000000;    20 :      0.000000;    21 :      0.000000;    
22 :      0.000000;    23 :      0.000000;    24 :      0.000000;    
25 :      0.000000;    26 :      0.000000;    27 :      0.000000;    
28 :      0.000000;    29 :      0.000000;    30 :      0.000000;    
31 :      0.000000;    32 :      0.000000;    33 :      0.000000;    
34 :      0.000000;    35 :      0.000000;    36 :      0.000000;    
37 :      0.000000;    38 :      0.000000;    39 :      0.000000;    
40 :      0.000000;    41 :      0.000000;    42 :      0.000000;    
43 :      0.000000;    44 :      0.000000;    45 :      0.000000;    
46 :      0.000000;    47 :      0.000000;    48 :      0.000000;    
49 :      0.000000;    50 :      0.000000;    51 :      0.000000;    
52 :      0.000000;    53 :      0.000000;    54 :      0.000000;    
55 :      0.000000;    56 :      0.000000;    57 :      0.000000;    
58 :      0.000000;    59 :      0.000000;    60 :      0.000000;    
61 :      0.000000;    62 :      0.000000;    63 :      0.000000;    
64 :      0.000000;    65 :      0.000000;    66 :      0.000000;    
67 :      0.000000;    68 :      0.000000;    69 :      0.000000;    
70 :      0.000000;    72 :      0.000000;    73 :      0.000000;    
74 :      0.000000;    

Origin  72  
72 :      0.0;    1 :      0.000000;    2 :      0.000000;    
3 :      0.000000;    4 :      0.000000;    5 :      0.000000;    
6 :      0.000000;    7 :      0.000000;    8 :      0.000000;    
9 :      0.000000;    10 :      0.000000;    11 :      0.000000;    
12 :      0.000000;    13 :      0.000000;    14 :      0.000000;    
15 :      0.000000;    16 :      0.000000;    17 :      0.000000;    
18 :      0.000000;    19 :      0.000000;    20 :      0.000000;    
21 :      0.000000;    22 :      0.000000;    23 :      0.000000;    
24 :      0.000000;    25 :      0.000000;    26 :      0.000000;    
27 :      0.000000;    28 :      0.000000;    29 :      0.000000;    
30 :      0.000000;    31 :      0.000000;    32 :      0.000000;    
33 :      0.000000;    34 :      0.000000;    35 :      0.000000;    
36 :      0.000000;    37 :      0.000000;    38 :      0.000000;    
39 :      0.000000;    40 :      0.000000;    41 :      0.000000;    
42 :      0.000000;    43 :      0.000000;    44 :      0.000000;    
45 :      0.000000;    46 :      0.000000;    47 :      0.000000;    
48 :      0.000000;    49 :      0.000000;    50 :      0.000000;    
51 :      0.000000;    52 :      0.000000;    53 :      0.000000;    
54 :      0.000000;    55 :      0.000000;    56 :      0.000000;    
57 :      0.000000;    58 :      0.000000;    59 :      0.000000;    
60 :      0.000000;    61 :      0.000000;    62 :      0.000000;    
63 :      0.000000;    64 :      0.000000;    65 :      0.000000;    
66 :      0.000000;    67 :      0.000000;    68 :      0.000000;    
69 :      0.000000;    70 :      0.000000;    71 :      0.000000;    
73 :      0.000000;    74 :      0.000000;    

Origin  73  
73 :      0.0;    1 :      0.000000;    
